"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ARAD","ANNUAL","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","TREE","CXPED","NISB.1","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"853",861,2014,"HU-HATGAL","JANKHAI","HU-Hatgal / Jankhai","ii","High water table",4,2,2.1,2,"No","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,0,0,0,0,72.25,31,31,0,0,0,64.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,95,NA,10,"Huvsgul-Hatgal",1,538.6125488,"II","2"
"854",862,2014,"HU-HATGAL","ULAAN DABAA","HU-Hatgal / Ulaan dabaa","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,7,17.75,0,0,53,5,5,0.5,0,0,18.5,0,11.5,0,0,0,0,0,2,12.25,0,0,0,0,0,0,0,0,0.75,86.5,NA,24,"Huvsgul-Hatgal",1,545.6127319,"III","2"
"855",863,2014,"HU-HATGAL","ULAAN MOD","HU-Hatgal / Ulaan mod","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,0,0,0,90.75,0,0,1.75,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.25,NA,9,"Huvsgul-Hatgal",1,485.8113708,"III","2"
"856",864,2014,"HU-HATGAL","URHUT","HU-Hatgal / Urhut","II","High water table",4,2,2.1,2,"No","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,0,0,0,0,90.5,17.25,17.25,4.75,0,0,49,0.25,0.25,0,0,0,0,0,0,0,0,0.5,6.25,0,0,0,0,0,0,98.25,NA,18,"Huvsgul-Hatgal",1,278.0065002,"II","2"
"857",865,2014,"HU-IH-UUL","IH SARAALJ","HU-Ih-Uul / Ih saraalj","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.5,9.5,0,0,8.25,0,0,5,6.5,0,26.5,14.75,1.75,1,0,0,0,0,0,0.75,0,2,0,0,0,45.25,0,0,0,95,5,25,"Huvsgul-Ih-Uul",1,491.8114929,"III","2"
"858",866,2014,"HU-IH-UUL","NARANGIIN AM","HU-Ih-Uul / Narangiin am","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0.25,3.25,0.75,0.25,0,0,0,0,0,0,0,0.25,57.5,0,2.5,0,0,0,0,2,8.75,0,0,0,0,0,0.25,0,0,0,71,29,10,"Huvsgul-Ih-Uul",1,690.4161987,"III","2"
"859",867,2014,"HU-IH-UUL","NARIINII AM","HU-Ih-Uul / Nariinii am","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0.75,12,0,0,39.5,0,0,4.5,4.75,0,14.25,48.25,5.75,4,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0,98.75,1.25,20,"Huvsgul-Ih-Uul",1,1467.834351,"III","2"
"860",868,2014,"HU-IH-UUL","TARIU","HU-Ih-Uul / Tariu","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,1,19.25,0,0,0,0,0,0.75,0,0,17,23.5,0,3.5,0,0,0,0,0,30,0,0,0,0,0,39.25,0,0,0,95.5,4.5,19,"Huvsgul-Ih-Uul",1,1946.045532,"III","2"
"861",869,2014,"HU-IH-UUL","ULIASTAI","HU-Ih-Uul / Uliastai","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,3,14.75,0,0,0,0,0,0,0,0,0,41.75,0,0,0,0,0,8.25,2,2.5,0,0.75,0,0,0,22,0,0,0,82,18,10,"Huvsgul-Ih-Uul",1,582.4136353,"I","1"
"862",870,2014,"HU-JARGALANT","BITUUT","HU-Jargalant / Bituut","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,7.5,0,13.75,7.5,0,59,0,0,0,0,0,6,20,0,0,0,0,0,24,0,0,0,7.5,0,0,0,9.25,0,0,0,97,1.25,13,"Huvsgul-Jargalant",1,211.2049408,"I","1"
"863",871,2014,"HU-JARGALANT","HETS","HU-Jargalant / Hets","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0.5,3.25,0,0,29.25,0,0,0,0,0,52.5,1,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,51.75,0,87.5,6.5,9,"Huvsgul-Jargalant",1,15.80036926,"I","1"
"864",872,2014,"HU-JARGALANT","HUURAI","HU-Jargalant / Huurai","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,18.75,0,0,0,16,0,0,0,0,0,35,19.5,4.25,54.25,0,0,0,0,0,0,0,1.75,0,0,0,3.75,0,1.25,0,94.75,2,20,"Huvsgul-Jargalant",1,235.2055054,"I","1"
"865",873,2014,"HU-JARGALANT","MUHARIIN AM","HU-Jargalant / Muhariin am","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0,0,0,41.5,0,0,0,0,0,3.25,8.25,0,0,0,0,0,27,0,27.25,0,0,0,0,0,0,0,0.5,0,87,2.25,8,"Huvsgul-Jargalant",1,104.6024475,"I","1"
"866",874,2014,"HU-JARGALANT","TEEL","HU-Jargalant / Teel","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,1.25,0,0,16,0,0,0,0,0,51,4.75,2.25,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,35.25,0,75.75,10.25,12,"Huvsgul-Jargalant",1,7.20016861,"III","2"
"867",875,2014,"HU-MURUN","CHIMEDIIN TOLGOI","HU-Murun / Chimediin tolgoi","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,4.25,0,0,0,24,0,0,0,0,0,9.5,29.25,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,8,0.25,76.5,16.25,15,"Huvsgul-Murun",1,297.006958,"I","1"
"868",876,2014,"HU-MURUN","MERGENII DURULJ","HU-Murun / Mergenii durulj","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,1.5,0.25,0,0,0,0,0,0,2.25,0,37.25,5,1.25,22.75,0,0,0,0,0,0,0,12.5,0,0,0,6,0,0,0.25,78.25,15,31,"Huvsgul-Murun",1,637.8149414,"I","1"
"869",877,2014,"HU-MURUN","NARANGIIN ENGER","HU-Murun / Narangiin enger","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,5.25,12.5,14.75,5.25,0,36,0,0,0,0,0,25.75,4.25,16.5,4.75,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,1.5,90.25,3.5,32,"Huvsgul-Murun",1,586.0137329,"III","2"
"870",878,2014,"HU-RASHAANT","ELIIN AM","HU-Rashaant / Eliin am","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,3,0,8.25,3,0,0,17.5,17.5,2,0,0,44.5,15,11.25,2.75,0,0,0,0,0,0.5,0,7.5,0,0,0,48.25,0,0,0,86,NA,21,"Huvsgul-Rashaant",1,983.0230103,"III","2"
"871",879,2014,"HU-RASHAANT","ENH TAL","HU-Rashaant / Enh tal","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,9.25,0,0,19.5,0,0,0,0,0,41.5,5.25,4.5,0,0,0,0,4.5,0,0,0,2,0,0,0,0,0,31.25,0,78.5,7,14,"Huvsgul-Rashaant",1,105.4024582,"III","2"
"872",880,2014,"HU-RASHAANT","TUSGALT","HU-Rashaant / Tusgalt","i","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,0.25,2,1,0,0,6,6,0,0,0,13.75,15.25,9,2,0,0,0,0,0,36.25,0,3.75,0,0,0,12,0,0,0,85.75,8.5,25,"Huvsgul-Rashaant",1,855.8200073,"II","2"
"873",881,2014,"HU-RASHAANT","ZALAAT","HU-Rashaant / Zalaat","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,4.5,0,0,0,0,0,0,0,0,51.5,3,12.75,0,0,0,0,1.5,0,0,6,0.5,0,0,0,29.5,0,0,40.25,84.75,0.25,17,"Huvsgul-Rashaant",1,228.8053436,"III","2"
"874",882,2014,"HU-RASHAANT","ZUUN EH","HU-Rashaant / Zuun eh","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0,3.25,0,0,0,20.5,20.5,0.5,0,0,21.75,2.25,14.25,4,0,0,0,0,0,20.25,0,2,0,0,0,17.75,0,0,0,81.25,4.5,19,"Huvsgul-Rashaant",1,823.6192627,"III","2"
"875",883,2014,"HU-RENCHINLHUMBE","BAGA OL","HU-Renchinlhumbe / Baga ol","I","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,0,1.75,0,0,5.75,0,0,0,25,0,18,0,11,0,0,0,0,0,0,9.25,0,0,0,0,0,24.5,0,0,0,81.5,11.75,16,"Huvsgul-Renchinlhumbe",1,352.6082458,"II","2"
"876",884,2014,"HU-RENCHINLHUMBE","BAIST","HU-Renchinlhumbe / Baist","II","High water table",5,2,2.1,2,"No","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,0,5.75,32.5,0,53.5,0,0,2.75,57,0,53,1.5,5.75,0,0,0,0,0,0,18.25,0,0,0,0,0,1,0,1,1.75,99.75,0.25,26,"Huvsgul-Renchinlhumbe",1,1002.623535,"I","1"
"877",885,2014,"HU-RENCHINLHUMBE","HODON","HU-Renchinlhumbe / Hodon","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,0,2,0,0,16.25,0,0,0,22.75,0,51.25,0,8,0,0,0,0,0,0,14.5,0,0,0,0,0,11.75,0,0.75,1.5,96.25,0.75,21,"Huvsgul-Renchinlhumbe",1,451.2105103,"I","1"
"878",886,2014,"HU-RENCHINLHUMBE","HUURCHIIN TAL","HU-Renchinlhumbe / Huurchiin tal","II","High water table",4,2,2.1,2,"No","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,0,7.75,0,0,46.75,0,0,0,9,0,39.25,15,6,9.5,0,0,0,0,0,8.5,0,0,3.75,0,0,30.25,0,0,0,98,2,19,"Huvsgul-Renchinlhumbe",1,505.0118103,"II","2"
"879",887,2014,"HU-RENCHINLHUMBE","SHANAA","HU-Renchinlhumbe / Shanaa","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,4.5,0,0,40.5,0,0,0,2,0,26.5,22.5,6.5,17.25,0,0,0,0,0,9.75,0,0,0,0,0,10.5,0,0,0,98.75,0.5,19,"Huvsgul-Renchinlhumbe",1,428.0100098,"III","2"
"880",888,2014,"HU-SHINE-IDER","HABTSGAIN GOL","HU-Shine-Ider / Habtsgain gol","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,5.75,0,0,1.25,0,0,0,0,0,4.25,0.75,0,0,0,0,0,47.25,0,0,0,17,0,0,0,0,0,1,0,76.5,21.25,12,"Huvsgul-Shine-Ider",1,779.6182861,"I","1"
"881",889,2014,"HU-SHINE-IDER","SHIBERT","HU-Shine-Ider / Shibert","IV","Loamy",3,3,3.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,2,0,27.75,2,0,65.75,0,0,0,1,0,0.75,0,0.25,0.75,0,0,0,0,0,0.75,0,0,8,0,0,0,0,0,0,91,6.5,10,"Huvsgul-Shine-Ider",1,516.4120483,"III","2"
"882",890,2014,"HU-SHINE-IDER","TSOHIOT","HU-Shine-Ider / Tsohiot","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,6,0,0,14.5,0,0,0,0,0,8.5,0.5,0,0,0,0,0,42.75,1,0.25,0,0,0,0,0,0,0,0,5.5,69.5,30.25,11,"Huvsgul-Shine-Ider",1,365.8085632,"I","1"
"883",891,2014,"HU-SHINE-IDER","ULAANI AR","HU-Shine-Ider / Ulaani ar","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,2.25,0,0,14,0,0,0,0.5,0,6,9.25,0,0,0,0,0,26,1,0,0,9,0,0,0,0,0,0.25,0.25,78,18,15,"Huvsgul-Shine-Ider",1,392.2091675,"I","1"
"884",892,2014,"HU-SHINE-IDER","ZOOLON","HU-Shine-Ider / Zoolon","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,3,0,0,12.25,0,0,0,0,0,29.25,7,0,18.25,0,0,0,0,1,2.25,0,0,0,0,0,0,0,0,0,77,22.5,11,"Huvsgul-Shine-Ider",1,446.6104431,"I","1"
"885",893,2014,"HU-TARIALAN","ENGERIIN BEL","HU-Tarialan / Engeriin bel","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,1,2.25,0,0,4,10,10,0.5,0.5,0,49.25,2.25,4.25,47.5,0,0,0,0,0,16.75,0,0.25,0,0,0,35,0,2,1.25,92.75,1.25,33,"Huvsgul-Tarialan",1,1434.233643,"I","1"
"886",894,2014,"HU-TARIALAN","HORGO","HU-Tarialan / Horgo","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,9.25,0.25,0,0,21.5,3,3,0,0,0,6.75,48.25,0,15.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,84.5,7.5,17,"Huvsgul-Tarialan",1,570.8134155,"I","1"
"887",895,2014,"HU-TARIALAN","ONDOR TOLGOI","HU-Tarialan / Ondor tolgoi","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,3.5,42.5,0,0,4.5,0.75,0.75,0,0,0,14.75,22,0.75,21,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,81.75,11.75,22,"Huvsgul-Tarialan",1,902.821106,"I","1"
"888",896,2014,"HU-TARIALAN","SHANSHIIN UZUUR","HU-Tarialan / Shanshiin uzuur","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,7.5,0,0,0,0.25,0.25,0.25,0,0,0,18,28.75,2.75,14.75,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.5,72,22.25,18,"Huvsgul-Tarialan",1,710.0166016,"III","2"
"889",897,2014,"HU-TARIALAN","TASHIGA","HU-Tarialan / Tashiga","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,2.5,1,0,0,3.25,12,12,0,1.75,0,66.5,4.25,1,53,0,0,0,0,0,18.25,0,0.5,0,0,0,15,0,3.5,0.5,95.75,0.75,33,"Huvsgul-Tarialan",1,2283.253418,"II","2"
"890",898,2014,"HU-TARIALAN","ZALAATIIN GOL","HU-Tarialan / Zalaatiin gol","II","High water table",4,2,2.1,2,"No","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,5,0,0,0,49,57.25,57.25,8.75,15.75,0,56.25,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3.5,0,0,2.25,96.5,0.75,26,"Huvsgul-Tarialan",1,2134.650146,"I","1"
"891",899,2014,"HU-TOSONTSENGEL","ARGALANT","HU-Tosontsengel / Argalant","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.25,3.5,0,0,0,5.5,5.5,0,0,0,12.75,20.5,2,21.5,0,0,0,0,0,0.75,0,1.75,0,0,0,0,0,0,0,66.5,33.25,17,"Huvsgul-Tosontsengel",1,571.4133911,"I","1"
"892",900,2014,"HU-TOSONTSENGEL","BURAAGIIN DENJ","HU-Tosontsengel / Buraagiin denj","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,2.75,0,0,0,0,0,0,0,0,0,27.75,17.75,0,15.25,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0.25,61.5,38.25,17,"Huvsgul-Tosontsengel",1,262.8061523,"I","1"
"893",901,2014,"HU-TOSONTSENGEL","HYALGANAT","HU-Tosontsengel / Hyalganat","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,0,0,0,0,6.25,6.25,0,0,0,15.75,17,4.25,23.75,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,5,60.25,39.75,9,"Huvsgul-Tosontsengel",1,573.6134033,"I","1"
"894",902,2014,"HU-TOSONTSENGEL","MUHAR HONDII","HU-Tosontsengel / Muhar hondii","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1,2.25,10.25,1,0,0,0,0,0,0,0,24,24,4.25,18.75,0,0,0,0,0,4.5,0,0.75,0,0,0,0,0,0,2,81.25,15.75,20,"Huvsgul-Tosontsengel",1,1008.023499,"I","1"
"895",903,2014,"HU-TOSONTSENGEL","SUUL ULAAN","HU-Tosontsengel / Suul ulaan","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,8.75,1.75,0,0,0,0.5,0.5,0,0,0,18.25,27,11.25,23.5,0,0,0,0,0,7.75,0,1.25,0,0,0,0,0,0,2.25,89,11,25,"Huvsgul-Tosontsengel",1,1201.028198,"I","1"
"896",904,2014,"HU-TSAGAAN-UUL","BODI","HU-Tsagaan-Uul / Bodi","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,13,0,0,20,0,0,0,0,0,23.75,15.5,26.25,0,0,0,0,23.5,0,4.25,0,0,0,0,0,0,0,0,0,91,7,19,"Huvsgul-Tsagaan-Uul",1,258.0060425,"I","1"
"897",905,2014,"HU-TSAGAAN-UUL","DEED BAYAN ZURH","HU-Tsagaan-Uul / Deed bayan zurh","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,10,4.5,0,0,0.5,0.25,0.25,0,0,0,17.5,18.5,13,0,0,0,0,47,0,1.75,0,0,0,0,0,0,0,0,0,85.5,9,16,"Huvsgul-Tsagaan-Uul",1,580.4135742,"I","1"
"898",906,2014,"HU-TSAGAAN-UUL","HOBOOT","HU-Tsagaan-Uul / Hoboot","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,5.25,14.5,0,0,12.5,0,0,0,0,0,14.25,18.5,22.5,0,0,0,0,18.5,0,9.25,0,0,0,0,0,0,0,0,1,83.75,10.25,19,"Huvsgul-Tsagaan-Uul",1,750.8175659,"I","1"
"899",907,2014,"HU-TSAGAAN-UUL","OVGODIIN BULAG","HU-Tsagaan-Uul / Ovgodiin bulag","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,4.75,8.5,0,0,13.75,2.5,2.5,0,0,0,47,13.75,17,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,83.25,14.5,17,"Huvsgul-Tsagaan-Uul",1,251.0058594,"I","1"
"900",908,2014,"HU-TSAGAAN-UUL","SHARGIIN OVOR","HU-Tsagaan-Uul / Shargiin ovor","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,1.75,0,0,0,7.5,0,0,0,0,0,28,12.5,15.25,0,0,0,0,35.5,0,8.5,0,0,0,0,0,0,0,0,0,84,13,15,"Huvsgul-Tsagaan-Uul",1,297.2069397,"I","1"
"901",909,2014,"HU-TSAGAAN-UUL","TSAHIR","HU-Tsagaan-Uul / Tsahir","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,2,7.5,0,0,5.5,0,0,0,0,0,38.75,8,58.75,0,0,0,0,0,0,17.5,0,0.25,0,0,0,0,0,0,0,89.5,8.5,21,"Huvsgul-Tsagaan-Uul",1,481.0112305,"III","2"
"902",910,2014,"HU-TSAGAAN-UUR","ARBULAN","HU-Tsagaan-Uur / Arbulan","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,8.25,0.75,0,0,12.25,70.75,70.75,8.5,3,0,57.25,4.5,6.5,0,0,0,0,0,1,1.5,0,4.25,0,0,0,0,0,0,0.75,100,NA,28,"Huvsgul-Tsagaan-Uur",1,2917.068115,"II","2"
"903",911,2014,"HU-TSAGAAN-UUR","DURVULJIN","HU-Tsagaan-Uur / Durvuljin","I","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,5.75,4.5,0,0,11.5,43,43,0,1.25,0,68,6.25,20.5,0,0,0,0,0,0,13.25,0,7.75,0,0,0,0,0,0,0,99.75,NA,27,"Huvsgul-Tsagaan-Uur",1,1339.03125,"I","1"
"904",912,2014,"HU-TSAGAAN-UUR","SHIRGUU","HU-Tsagaan-Uur / Shirguu","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,1.25,0.25,0,0,69.75,28,28,1.25,13,0,50,0,9.25,0,0,0,0.75,0,1,7.25,0,0,0,0,0,0,0,0,5.25,100,NA,24,"Huvsgul-Tsagaan-Uur",1,914.62146,"I","1"
"905",913,2014,"HU-TSAGAAN-UUR","TARGAN HAR","HU-Tsagaan-Uur / Targan har","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,7.5,1.75,0,0,64.5,22.75,22.75,4.75,12,0,41.25,1.25,10,0.25,0,0,5,0,1,19.75,0,2.25,0,0,0,0,0,0,1.75,100,NA,30,"Huvsgul-Tsagaan-Uur",1,2818.065918,"I","1"
"906",914,2014,"HU-TSAGAANNUUR","DEED IH OBOR","HU-Tsagaannuur / Deed ih obor","I","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,0.25,11.5,8,0,29.25,7.5,7.5,0,0,0,29,27.75,45,4,0,0,0,0,0,8.75,0,0,0,0,0,27,0,0,0.75,98.75,1.25,19,"Huvsgul-Tsagaannuur",1,1824.042725,"I","1"
"907",915,2014,"HU-TSAGAANNUUR","HALUUN OBORT","HU-Tsagaannuur / Haluun obort","I","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,14,10.5,0,0,24.25,0,0,0,0,0,38.75,16,12.25,12,0,0,0,0,0,0,0,0,0,0,0,38.25,0,0,2.25,95,5,25,"Huvsgul-Tsagaannuur",1,827.4193115,"I","1"
"908",916,2014,"HU-TSAGAANNUUR","ZURHNII OBOR","HU-Tsagaannuur / Zurhnii obor","I","High water table",5,1,1.1,1,"Yes","Grass-forbs mountain meadow rangeland in loamy ESG, FS",0,0,3.25,6.75,0,0,44.25,4.5,4.5,1.75,0,0,33.75,0,22.25,0,0,0,0,0,0,2.25,0,2.25,0,0,0,24,0,0,4.25,91,8.5,20,"Huvsgul-Tsagaannuur",1,710.2166138,"I","1"
"909",917,2014,"HU-TSETSERLEG","GUGSUG","HU-Tsetserleg / Gugsug","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,14.5,0,0,0,0,0,0,0,0,25.25,0.75,47.5,6.5,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,4.5,1.75,86.75,10.75,18,"Huvsgul-Tsetserleg",1,540.2126465,"III","2"
"910",918,2014,"HU-TSETSERLEG","HALBAN","HU-Tsetserleg / Halban","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,8.75,21.75,0,0,0,0,0,0,0,0,1.75,3.25,19,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,66,27.5,14,"Huvsgul-Tsetserleg",1,141.0032959,"III","2"
"911",919,2014,"HU-TSETSERLEG","IH HARGANA","HU-Tsetserleg / Ih hargana","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.75,0.25,0,0,47.5,26,26,0,0,0,0,0,1.5,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,77,11.5,7,"Huvsgul-Tsetserleg",1,314.0073242,"III","2"
"912",920,2014,"HU-TSETSERLEG","JARGALANTIIN UVUR","HU-Tsetserleg / Jargalantiin uvur","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.25,3.5,1.25,0,0,20.5,20.5,0,0,0,4,0.5,5.75,20.75,0,0,0,0,0,5,0,0,0,0,0,84.25,0,0,4,99,1,14,"Huvsgul-Tsetserleg",1,935.0218506,"I","1"
"913",921,2014,"HU-TSETSERLEG","SARTUUL","HU-Tsetserleg / Sartuul","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,21,0,0,0,0,0.5,0.5,0,0,0,31.5,16.75,1.5,6.75,0,0,0,0,1,1.5,0,0,0,0,0,3.75,0,0,0,74.75,24.25,12,"Huvsgul-Tsetserleg",1,732.6170654,"III","2"
"914",922,2014,"HU-TSETSERLEG","SOGOOT","HU-Tsetserleg / Sogoot","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,4.5,0,0,85.75,16.25,16.25,0,0,0,3,0,0.75,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,3,96,1.5,7,"Huvsgul-Tsetserleg",1,630.8147583,"III","2"
"915",923,2014,"HU-TUMURBULAG","DUGANCHIIN BEL","HU-Tumurbulag / Duganchiin bel","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0.25,10.75,0,0,34,0,0,0,0,0,0,0,4.75,0,0,0,0,14.25,0,0,0,0.25,0,0,0,0,0,0,0,63.25,29.75,9,"Huvsgul-Tumurbulag",1,32.40075684,"III","2"
"916",924,2014,"HU-TUMURBULAG","HARAA TOLGOIN SHIL","HU-Tumurbulag / Haraa tolgoin shil","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,3.75,0,0,2,0,0,0,0.5,0,24.25,0.75,0.75,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,80.75,15.5,15,"Huvsgul-Tumurbulag",1,451.2105103,"I","1"
